class_name,op,derivative,source,status,gain,offset,angle_deg,scale,sigma,flip_axis
Brown Blight,brightness,UNADJUSTEDNONRAW_thumb_124_aug_brightness.jpg,UNADJUSTEDNONRAW_thumb_124.jpg,ok,1.2680964145597093,1.2390803103519281,,,,
Brown Blight,contrast,UNADJUSTEDNONRAW_thumb_124_aug_contrast.jpg,UNADJUSTEDNONRAW_thumb_124.jpg,ok,1.1126769614896705,-21.643622408599814,,,,
Brown Blight,rotation,UNADJUSTEDNONRAW_thumb_124_aug_rotation.jpg,UNADJUSTEDNONRAW_thumb_124.jpg,ok,,,-16.22769511584614,0.8540609228655536,,
Brown Blight,contrast,UNADJUSTEDNONRAW_thumb_125_aug_contrast.jpg,UNADJUSTEDNONRAW_thumb_125.jpg,ok,0.8742248649372583,24.284403195365172,,,,
Brown Blight,rotation,UNADJUSTEDNONRAW_thumb_125_aug_rotation.jpg,UNADJUSTEDNONRAW_thumb_125.jpg,ok,,,22.458395534255253,0.8259072442268885,,
Brown Blight,zoom,UNADJUSTEDNONRAW_thumb_125_aug_zoom.jpg,UNADJUSTEDNONRAW_thumb_125.jpg,ok,,,3.4580337845066698,1.0862171252714992,,
Brown Blight,brightness,UNADJUSTEDNONRAW_thumb_126_aug_brightness.jpg,UNADJUSTEDNONRAW_thumb_126.jpg,ok,1.1977631665633324,0.004233051012467991,,,,
Brown Blight,flip,UNADJUSTEDNONRAW_thumb_12a_aug_flip_horizontal.jpg,UNADJUSTEDNONRAW_thumb_12a.jpg,ok,,,,,,hflip
Brown Blight,flip,UNADJUSTEDNONRAW_thumb_12a_aug_flip_vertical.jpg,UNADJUSTEDNONRAW_thumb_12a.jpg,ok,,,,,,vflip
Brown Blight,zoom,UNADJUSTEDNONRAW_thumb_12a_aug_zoom.jpg,UNADJUSTEDNONRAW_thumb_12a.jpg,ok,,,-4.031200002541863,1.1303715444772147,,
Brown Blight,contrast,UNADJUSTEDNONRAW_thumb_12b_aug_contrast.jpg,UNADJUSTEDNONRAW_thumb_12b.jpg,ok,1.0326087446357761,-6.813110778804996,,,,
Brown Blight,blur,UNADJUSTEDNONRAW_thumb_12c_aug_blur.jpg,UNADJUSTEDNONRAW_thumb_12c.jpg,ok,,,,,0.40000000000000013,
Brown Blight,contrast,UNADJUSTEDNONRAW_thumb_131_aug_contrast.jpg,UNADJUSTEDNONRAW_thumb_131.jpg,ok,1.0119212361063792,-2.6951111046928538,,,,
Brown Blight,flip,UNADJUSTEDNONRAW_thumb_135_aug_flip_vertical.jpg,UNADJUSTEDNONRAW_thumb_135.jpg,ok,,,,,,vflip
Brown Blight,blur,UNADJUSTEDNONRAW_thumb_138_aug_blur.jpg,UNADJUSTEDNONRAW_thumb_138.jpg,ok,,,,,0.7000000000000002,
Brown Blight,brightness,UNADJUSTEDNONRAW_thumb_138_aug_brightness.jpg,UNADJUSTEDNONRAW_thumb_138.jpg,ok,0.9542012977550159,-0.6156274936503374,,,,
Brown Blight,blur,UNADJUSTEDNONRAW_thumb_13d_aug_blur.jpg,UNADJUSTEDNONRAW_thumb_13d.jpg,ok,,,,,0.6000000000000002,
Brown Blight,flip,UNADJUSTEDNONRAW_thumb_13d_aug_flip_vertical.jpg,UNADJUSTEDNONRAW_thumb_13d.jpg,ok,,,,,,vflip
Brown Blight,blur,UNADJUSTEDNONRAW_thumb_13e_aug_blur.jpg,UNADJUSTEDNONRAW_thumb_13e.jpg,ok,,,,,0.8000000000000002,
Brown Blight,flip,UNADJUSTEDNONRAW_thumb_13e_aug_flip_horizontal.jpg,UNADJUSTEDNONRAW_thumb_13e.jpg,ok,,,,,,hflip
Brown Blight,contrast,UNADJUSTEDNONRAW_thumb_143_aug_contrast.jpg,UNADJUSTEDNONRAW_thumb_143.jpg,ok,1.0706158612858556,-13.113133992213628,,,,
Brown Blight,brightness,UNADJUSTEDNONRAW_thumb_148_aug_brightness.jpg,UNADJUSTEDNONRAW_thumb_148.jpg,ok,1.1985163204589517,0.1821094814276141,,,,
Brown Blight,blur,UNADJUSTEDNONRAW_thumb_14b_aug_blur.jpg,UNADJUSTEDNONRAW_thumb_14b.jpg,ok,,,,,0.45000000000000007,
Brown Blight,brightness,UNADJUSTEDNONRAW_thumb_14b_aug_brightness.jpg,UNADJUSTEDNONRAW_thumb_14b.jpg,ok,0.8796010401487907,-0.550792759157593,,,,
Brown Blight,rotation,UNADJUSTEDNONRAW_thumb_14d_aug_rotation.jpg,UNADJUSTEDNONRAW_thumb_14d.jpg,ok,,,1.7973726887541355,0.9773282529847588,,
Brown Blight,zoom,UNADJUSTEDNONRAW_thumb_14d_aug_zoom.jpg,UNADJUSTEDNONRAW_thumb_14d.jpg,affine_failed,,,,,,
Brown Blight,brightness,UNADJUSTEDNONRAW_thumb_150_aug_brightness.jpg,UNADJUSTEDNONRAW_thumb_150.jpg,ok,0.9320050983545008,-0.4889740092481245,,,,
Brown Blight,blur,UNADJUSTEDNONRAW_thumb_153_aug_blur.jpg,UNADJUSTEDNONRAW_thumb_153.jpg,ok,,,,,0.6500000000000001,
Brown Blight,brightness,UNADJUSTEDNONRAW_thumb_155_aug_brightness.jpg,UNADJUSTEDNONRAW_thumb_155.jpg,ok,1.1130318702454152,-0.4147187332464447,,,,
Brown Blight,brightness,UNADJUSTEDNONRAW_thumb_156_aug_brightness.jpg,UNADJUSTEDNONRAW_thumb_156.jpg,ok,1.288006062495022,0.21455669671212402,,,,
Brown Blight,rotation,UNADJUSTEDNONRAW_thumb_157_aug_rotation.jpg,UNADJUSTEDNONRAW_thumb_157.jpg,ok,,,-23.589855477970126,0.8207565826408271,,
Brown Blight,blur,UNADJUSTEDNONRAW_thumb_15a_aug_blur.jpg,UNADJUSTEDNONRAW_thumb_15a.jpg,ok,,,,,0.45000000000000007,
Brown Blight,brightness,UNADJUSTEDNONRAW_thumb_15a_aug_brightness.jpg,UNADJUSTEDNONRAW_thumb_15a.jpg,ok,1.0498340090210079,-0.26490017641260294,,,,
Brown Blight,rotation,UNADJUSTEDNONRAW_thumb_15a_aug_rotation.jpg,UNADJUSTEDNONRAW_thumb_15a.jpg,ok,,,26.513706013965553,0.8114000211871031,,
Brown Blight,flip,UNADJUSTEDNONRAW_thumb_15b_aug_flip_vertical.jpg,UNADJUSTEDNONRAW_thumb_15b.jpg,ok,,,,,,vflip
Brown Blight,rotation,UNADJUSTEDNONRAW_thumb_15b_aug_rotation.jpg,UNADJUSTEDNONRAW_thumb_15b.jpg,ok,,,19.510509711348032,0.8373451117354749,,
Brown Blight,brightness,UNADJUSTEDNONRAW_thumb_160_aug_brightness.jpg,UNADJUSTEDNONRAW_thumb_160.jpg,ok,1.24350850735926,0.009432506799122728,,,,
Brown Blight,brightness,UNADJUSTEDNONRAW_thumb_164_aug_brightness.jpg,UNADJUSTEDNONRAW_thumb_164.jpg,ok,0.9005592325222471,-0.5814277420793936,,,,
Brown Blight,rotation,UNADJUSTEDNONRAW_thumb_164_aug_rotation.jpg,UNADJUSTEDNONRAW_thumb_164.jpg,ok,,,-29.367186473939412,0.8060074254712328,,
Brown Blight,rotation,UNADJUSTEDNONRAW_thumb_165_aug_rotation.jpg,UNADJUSTEDNONRAW_thumb_165.jpg,ok,,,17.31880045297113,0.8476120661005898,,
Brown Blight,zoom,UNADJUSTEDNONRAW_thumb_165_aug_zoom.jpg,UNADJUSTEDNONRAW_thumb_165.jpg,ok,,,-2.5094999506440114,1.6204817948043186,,
Brown Blight,rotation,UNADJUSTEDNONRAW_thumb_169_aug_rotation.jpg,UNADJUSTEDNONRAW_thumb_169.jpg,ok,,,13.794820826280544,0.8689081780997279,,
Brown Blight,brightness,UNADJUSTEDNONRAW_thumb_16b_aug_brightness.jpg,UNADJUSTEDNONRAW_thumb_16b.jpg,ok,1.0115921583855714,-0.6426806999384589,,,,
Brown Blight,flip,UNADJUSTEDNONRAW_thumb_16b_aug_flip_vertical.jpg,UNADJUSTEDNONRAW_thumb_16b.jpg,ok,,,,,,vflip
Brown Blight,rotation,UNADJUSTEDNONRAW_thumb_16b_aug_rotation.jpg,UNADJUSTEDNONRAW_thumb_16b.jpg,ok,,,-26.239526369024603,0.813027097482927,,
Brown Blight,blur,UNADJUSTEDNONRAW_thumb_16c_aug_blur.jpg,UNADJUSTEDNONRAW_thumb_16c.jpg,ok,,,,,0.5500000000000002,
Brown Blight,flip,UNADJUSTEDNONRAW_thumb_16c_aug_flip_vertical.jpg,UNADJUSTEDNONRAW_thumb_16c.jpg,ok,,,,,,vflip
Brown Blight,zoom,brown_blight_00002_aug_zoom.jpg,brown_blight_00002.jpg,ok,,,-0.2979551979583589,1.482645043135085,,
Brown Blight,blur,brown_blight_00006_aug_blur.jpg,brown_blight_00006.jpg,ok,,,,,0.40000000000000013,
Brown Blight,flip,brown_blight_00006_aug_flip_vertical.jpg,brown_blight_00006.jpg,ok,,,,,,vflip
Brown Blight,rotation,brown_blight_00007_aug_rotation.jpg,brown_blight_00007.jpg,ok,,,10.041524879683804,0.8954525381420155,,
Brown Blight,brightness,brown_blight_00010_aug_brightness.jpg,brown_blight_00010.jpg,ok,0.8076912156204549,-0.46157565125448574,,,,
Brown Blight,brightness,brown_blight_00012_aug_brightness.jpg,brown_blight_00012.jpg,ok,1.2604526850822722,-0.47914784012482775,,,,
Brown Blight,contrast,brown_blight_00012_aug_contrast.jpg,brown_blight_00012.jpg,ok,1.0758741014221784,-14.627861437417204,,,,
Brown Blight,flip,brown_blight_00012_aug_flip_horizontal.jpg,brown_blight_00012.jpg,ok,,,,,,hflip
Brown Blight,flip,brown_blight_00015_aug_flip_horizontal.jpg,brown_blight_00015.jpg,ok,,,,,,hflip
Brown Blight,flip,brown_blight_00016_aug_flip_horizontal.jpg,brown_blight_00016.jpg,ok,,,,,,hflip
Brown Blight,contrast,brown_blight_00017_aug_contrast.jpg,brown_blight_00017.jpg,ok,1.0970136417637417,-19.22206515780076,,,,
Brown Blight,flip,brown_blight_00017_aug_flip_horizontal.jpg,brown_blight_00017.jpg,ok,,,,,,hflip
Brown Blight,brightness,brown_blight_00018_aug_brightness.jpg,brown_blight_00018.jpg,ok,1.0911775725792305,-0.4234094181337,,,,
Brown Blight,flip,brown_blight_00018_aug_flip_vertical.jpg,brown_blight_00018.jpg,ok,,,,,,vflip
Brown Blight,blur,brown_blight_00020_aug_blur.jpg,brown_blight_00020.jpg,ok,,,,,0.40000000000000013,
Brown Blight,blur,brown_blight_00021_aug_blur.jpg,brown_blight_00021.jpg,ok,,,,,0.5500000000000002,
Brown Blight,rotation,brown_blight_00024_aug_rotation.jpg,brown_blight_00024.jpg,ok,,,-2.4558379295017696,0.9687393334273888,,
Brown Blight,brightness,brown_blight_00026_aug_brightness.jpg,brown_blight_00026.jpg,ok,0.9455461543029327,-0.49802461738219367,,,,
Brown Blight,brightness,brown_blight_00030_aug_brightness.jpg,brown_blight_00030.jpg,ok,0.8219743883027882,-0.48967669050361173,,,,
Brown Blight,flip,brown_blight_00030_aug_flip_vertical.jpg,brown_blight_00030.jpg,ok,,,,,,vflip
Brown Blight,rotation,brown_blight_00030_aug_rotation.jpg,brown_blight_00030.jpg,ok,,,17.63873915919398,0.8471506999002223,,
Brown Blight,zoom,brown_blight_00033_aug_zoom.jpg,brown_blight_00033.jpg,ok,,,3.9024663926027254,1.5661166652581548,,
Brown Blight,contrast,brown_blight_00035_aug_contrast.jpg,brown_blight_00035.jpg,ok,0.9850436350247274,2.4202935449728,,,,
Brown Blight,blur,brown_blight_00036_aug_blur.jpg,brown_blight_00036.jpg,ok,,,,,0.45000000000000007,
Brown Blight,contrast,brown_blight_00036_aug_contrast.jpg,brown_blight_00036.jpg,ok,0.9929057323602337,0.681431398840107,,,,
Brown Blight,flip,brown_blight_00038_aug_flip_vertical.jpg,brown_blight_00038.jpg,ok,,,,,,vflip
Brown Blight,flip,brown_blight_00039_aug_flip_horizontal.jpg,brown_blight_00039.jpg,ok,,,,,,hflip
Brown Blight,rotation,brown_blight_00042_aug_rotation.jpg,brown_blight_00042.jpg,ok,,,15.9499748760361,0.8564695119726882,,
Brown Blight,zoom,brown_blight_00043_aug_zoom.jpg,brown_blight_00043.jpg,ok,,,-6.699312600291349,1.4068749444369195,,
Brown Blight,blur,brown_blight_00044_aug_blur.jpg,brown_blight_00044.jpg,ok,,,,,0.5000000000000001,
Brown Blight,brightness,brown_blight_00046_aug_brightness.jpg,brown_blight_00046.jpg,ok,1.223536118451888,-0.46221970411056984,,,,
Brown Blight,rotation,brown_blight_00046_aug_rotation.jpg,brown_blight_00046.jpg,ok,,,-18.29810798604592,0.8428488118329992,,
Brown Blight,rotation,brown_blight_00047_aug_rotation.jpg,brown_blight_00047.jpg,ok,,,-0.7673839549386119,0.9898633865632225,,
Brown Blight,contrast,brown_blight_00048_aug_contrast.jpg,brown_blight_00048.jpg,ok,1.0192935898190059,-4.114451185779291,,,,
Brown Blight,zoom,brown_blight_00049_aug_zoom.jpg,brown_blight_00049.jpg,ok,,,3.027076992268984,1.6183358885564896,,
Brown Blight,brightness,brown_blight_00050_aug_brightness.jpg,brown_blight_00050.jpg,ok,1.2460266710301182,-0.3314143925081449,,,,
Brown Blight,blur,brown_blight_00051_aug_blur.jpg,brown_blight_00051.jpg,ok,,,,,0.6000000000000002,
Brown Blight,flip,brown_blight_00051_aug_flip_horizontal.jpg,brown_blight_00051.jpg,ok,,,,,,hflip
Brown Blight,contrast,brown_blight_00052_aug_contrast.jpg,brown_blight_00052.jpg,ok,0.8676284199935363,23.54731800059841,,,,
Brown Blight,brightness,brown_blight_00053_aug_brightness.jpg,brown_blight_00053.jpg,ok,1.1911596569283545,-0.5473025541163272,,,,
Brown Blight,contrast,brown_blight_00055_aug_contrast.jpg,brown_blight_00055.jpg,ok,0.8270389570505068,30.168040967063572,,,,
Brown Blight,brightness,brown_blight_00057_aug_brightness.jpg,brown_blight_00057.jpg,ok,0.8446431404681276,-0.42304955476466255,,,,
Brown Blight,zoom,brown_blight_00057_aug_zoom.jpg,brown_blight_00057.jpg,ok,,,-1.4795140281356889,1.4666991237898042,,
Brown Blight,flip,brown_blight_00059_aug_flip_vertical.jpg,brown_blight_00059.jpg,ok,,,,,,vflip
Brown Blight,blur,brown_blight_00065_aug_blur.jpg,brown_blight_00065.jpg,ok,,,,,0.5500000000000002,
Brown Blight,flip,brown_blight_00066_aug_flip_horizontal.jpg,brown_blight_00066.jpg,ok,,,,,,hflip
Brown Blight,flip,brown_blight_00066_aug_flip_vertical.jpg,brown_blight_00066.jpg,ok,,,,,,vflip
Brown Blight,brightness,brown_blight_00067_aug_brightness.jpg,brown_blight_00067.jpg,ok,1.2020407929893169,-0.406423935293118,,,,
Brown Blight,flip,brown_blight_00067_aug_flip_vertical.jpg,brown_blight_00067.jpg,ok,,,,,,vflip
Brown Blight,blur,brown_blight_00068_aug_blur.jpg,brown_blight_00068.jpg,ok,,,,,0.6000000000000002,
Brown Blight,rotation,brown_blight_00068_aug_rotation.jpg,brown_blight_00068.jpg,ok,,,27.115684920959936,0.8111926594370351,,
Brown Blight,flip,brown_blight_00070_aug_flip_vertical.jpg,brown_blight_00070.jpg,ok,,,,,,vflip
Brown Blight,flip,brown_blight_00071_aug_flip_vertical.jpg,brown_blight_00071.jpg,ok,,,,,,vflip
Brown Blight,contrast,brown_blight_00073_aug_contrast.jpg,brown_blight_00073.jpg,ok,0.9538640509719265,6.681330639399897,,,,
Brown Blight,zoom,brown_blight_00073_aug_zoom.jpg,brown_blight_00073.jpg,ok,,,-1.0511433945758994,1.590973929388533,,
Brown Blight,zoom,brown_blight_00076_aug_zoom.jpg,brown_blight_00076.jpg,ok,,,-7.244106576686052,1.177734871673901,,
Brown Blight,contrast,brown_blight_00082_aug_contrast.jpg,brown_blight_00082.jpg,ok,1.0223790937562933,-4.467220879529972,,,,
Brown Blight,blur,brown_blight_00083_aug_blur.jpg,brown_blight_00083.jpg,ok,,,,,0.6000000000000002,
Brown Blight,flip,brown_blight_00084_aug_flip_vertical.jpg,brown_blight_00084.jpg,ok,,,,,,vflip
Brown Blight,blur,brown_blight_00085_aug_blur.jpg,brown_blight_00085.jpg,ok,,,,,0.6500000000000001,
Brown Blight,brightness,brown_blight_00085_aug_brightness.jpg,brown_blight_00085.jpg,ok,1.027761975579247,-0.4425491474815121,,,,
Brown Blight,zoom,brown_blight_00086_aug_zoom.jpg,brown_blight_00086.jpg,ok,,,-7.808268317662598,1.4362275132091313,,
Brown Blight,blur,brown_blight_00089_aug_blur.jpg,brown_blight_00089.jpg,ok,,,,,0.45000000000000007,
Brown Blight,zoom,brown_blight_00091_aug_zoom.jpg,brown_blight_00091.jpg,ok,,,8.076971383927141,1.4119327983939551,,
Brown Blight,brightness,brown_blight_00093_aug_brightness.jpg,brown_blight_00093.jpg,ok,0.7403090589416744,-0.3842423652028429,,,,
Brown Blight,rotation,brown_blight_00093_aug_rotation.jpg,brown_blight_00093.jpg,ok,,,-12.596691643549933,0.8745627120340004,,
Brown Blight,flip,brown_blight_00094_aug_flip_horizontal.jpg,brown_blight_00094.jpg,ok,,,,,,hflip
Brown Blight,contrast,brown_blight_00095_aug_contrast.jpg,brown_blight_00095.jpg,ok,0.9687428095260124,4.2980436394853045,,,,
Brown Blight,rotation,brown_blight_00095_aug_rotation.jpg,brown_blight_00095.jpg,ok,,,-8.141951104861255,0.9113801891084665,,
Brown Blight,rotation,brown_blight_00099_aug_rotation.jpg,brown_blight_00099.jpg,ok,,,-13.561347094666575,0.8694384546726798,,
Brown Blight,flip,brown_blight_00100_aug_flip_horizontal.jpg,brown_blight_00100.jpg,ok,,,,,,hflip
Brown Blight,rotation,brown_blight_00100_aug_rotation.jpg,brown_blight_00100.jpg,ok,,,-7.0310695120001,0.9212178632800998,,
Brown Blight,blur,brown_blight_00102_aug_blur.jpg,brown_blight_00102.jpg,ok,,,,,0.45000000000000007,
Brown Blight,brightness,brown_blight_00102_aug_brightness.jpg,brown_blight_00102.jpg,ok,1.0664654727730547,-0.44201190124098644,,,,
Brown Blight,blur,brown_blight_00103_aug_blur.jpg,brown_blight_00103.jpg,ok,,,,,0.6500000000000001,
Brown Blight,brightness,brown_blight_00103_aug_brightness.jpg,brown_blight_00103.jpg,ok,0.9895974735751976,-0.7656983958222673,,,,
Brown Blight,flip,brown_blight_00106_aug_flip_vertical.jpg,brown_blight_00106.jpg,ok,,,,,,vflip
Brown Blight,blur,brown_blight_00107_aug_blur.jpg,brown_blight_00107.jpg,ok,,,,,0.5000000000000001,
Brown Blight,zoom,brown_blight_00107_aug_zoom.jpg,brown_blight_00107.jpg,ok,,,-7.36931069186766,1.1874500032231394,,
Brown Blight,blur,brown_blight_00109_aug_blur.jpg,brown_blight_00109.jpg,ok,,,,,0.5500000000000002,
Brown Blight,flip,brown_blight_00109_aug_flip_horizontal.jpg,brown_blight_00109.jpg,ok,,,,,,hflip
Brown Blight,flip,brown_blight_00111_aug_flip_vertical.jpg,brown_blight_00111.jpg,ok,,,,,,vflip
Brown Blight,brightness,brown_blight_00116_aug_brightness.jpg,brown_blight_00116.jpg,ok,1.1104451486375433,-0.5076494548146341,,,,
Brown Blight,rotation,brown_blight_00117_aug_rotation.jpg,brown_blight_00117.jpg,ok,,,3.7500821873994954,0.9546510460720105,,
Brown Blight,flip,brown_blight_00118_aug_flip_horizontal.jpg,brown_blight_00118.jpg,ok,,,,,,hflip
Brown Blight,blur,brown_blight_00120_aug_blur.jpg,brown_blight_00120.jpg,ok,,,,,0.8000000000000002,
Brown Blight,flip,brown_blight_00121_aug_flip_horizontal.jpg,brown_blight_00121.jpg,ok,,,,,,hflip
Brown Blight,zoom,brown_blight_00122_aug_zoom.jpg,brown_blight_00122.jpg,ok,,,-5.723014405724284,1.1582694237905817,,
Brown Blight,flip,brown_blight_00126_aug_flip_vertical.jpg,brown_blight_00126.jpg,ok,,,,,,vflip
Brown Blight,flip,brown_blight_00128_aug_flip_horizontal.jpg,brown_blight_00128.jpg,ok,,,,,,hflip
Brown Blight,zoom,brown_blight_00130_aug_zoom.jpg,brown_blight_00130.jpg,ok,,,-2.1263002563437383,1.4071986927697469,,
Brown Blight,zoom,brown_blight_00131_aug_zoom.jpg,brown_blight_00131.jpg,ok,,,-4.886050488156994,1.2275830814842805,,
Brown Blight,blur,brown_blight_00140_aug_blur.jpg,brown_blight_00140.jpg,ok,,,,,0.6500000000000001,
Brown Blight,brightness,brown_blight_00140_aug_brightness.jpg,brown_blight_00140.jpg,ok,0.9678728564161906,-0.6467554231557677,,,,
Brown Blight,blur,brown_blight_00142_aug_blur.jpg,brown_blight_00142.jpg,ok,,,,,0.7500000000000002,
Brown Blight,flip,brown_blight_00142_aug_flip_horizontal.jpg,brown_blight_00142.jpg,ok,,,,,,hflip
Brown Blight,flip,brown_blight_00142_aug_flip_vertical.jpg,brown_blight_00142.jpg,ok,,,,,,vflip
Brown Blight,contrast,brown_blight_00144_aug_contrast.jpg,brown_blight_00144.jpg,ok,1.0294413538402336,-5.2511459829520195,,,,
Brown Blight,flip,brown_blight_00144_aug_flip_vertical.jpg,brown_blight_00144.jpg,ok,,,,,,vflip
Brown Blight,contrast,brown_blight_00149_aug_contrast.jpg,brown_blight_00149.jpg,ok,0.8967983640521322,17.651162683231753,,,,
Brown Blight,flip,brown_blight_00150_aug_flip_horizontal.jpg,brown_blight_00150.jpg,ok,,,,,,hflip
Brown Blight,zoom,brown_blight_00150_aug_zoom.jpg,brown_blight_00150.jpg,ok,,,-0.11716027997075455,1.1166450788233635,,
Brown Blight,brightness,brown_blight_00151_aug_brightness.jpg,brown_blight_00151.jpg,ok,1.1943708119534557,-0.5328138350802408,,,,
Brown Blight,flip,brown_blight_00151_aug_flip_horizontal.jpg,brown_blight_00151.jpg,ok,,,,,,hflip
Brown Blight,contrast,brown_blight_00152_aug_contrast.jpg,brown_blight_00152.jpg,ok,1.0631569920816921,-10.433412978312605,,,,
Brown Blight,flip,brown_blight_00154_aug_flip_horizontal.jpg,brown_blight_00154.jpg,ok,,,,,,hflip
Brown Blight,flip,brown_blight_00160_aug_flip_vertical.jpg,brown_blight_00160.jpg,ok,,,,,,vflip
Brown Blight,brightness,brown_blight_00162_aug_brightness.jpg,brown_blight_00162.jpg,ok,1.0461134524607796,-0.5649903713207034,,,,
Brown Blight,flip,brown_blight_00162_aug_flip_vertical.jpg,brown_blight_00162.jpg,ok,,,,,,vflip
Brown Blight,contrast,brown_blight_00164_aug_contrast.jpg,brown_blight_00164.jpg,ok,1.0889197968194677,-17.40562522014523,,,,
Brown Blight,contrast,brown_blight_00165_aug_contrast.jpg,brown_blight_00165.jpg,ok,1.1820008245500797,-36.27338253072781,,,,
Brown Blight,zoom,brown_blight_00165_aug_zoom.jpg,brown_blight_00165.jpg,ok,,,4.266284194364733,1.2076817883720992,,
Brown Blight,blur,brown_blight_00166_aug_blur.jpg,brown_blight_00166.jpg,ok,,,,,0.5000000000000001,
Brown Blight,contrast,brown_blight_00166_aug_contrast.jpg,brown_blight_00166.jpg,ok,0.9720538827466834,4.432881292507323,,,,
Brown Blight,flip,brown_blight_00166_aug_flip_vertical.jpg,brown_blight_00166.jpg,ok,,,,,,vflip
Brown Blight,blur,brown_blight_00168_aug_blur.jpg,brown_blight_00168.jpg,ok,,,,,0.45000000000000007,
Brown Blight,flip,brown_blight_00168_aug_flip_horizontal.jpg,brown_blight_00168.jpg,ok,,,,,,hflip
