index,split,class_name,filename,reason
4972,test,Gray Blight,gray_blight_00295.jpg,"near-duplicate of train image gray_blight_00296.jpg (Hamming 2, cosine 0.971)"
4975,test,Gray Blight,gray_blight_00314.jpg,"near-duplicate of train image gray_blight_00315.jpg (Hamming 6, cosine 0.935)"
4983,test,Gray Blight,gray_blight_00360.jpg,"near-duplicate of train image gray_blight_00361.jpg (Hamming 2, cosine 0.984)"
4991,test,Gray Blight,gray_blight_00414.jpg,"near-duplicate of train image gray_blight_00413.jpg (Hamming 2, cosine 0.948)"
5076,test,Gray Blight,gray_blight_00965.jpg,"near-duplicate of train image gray_blight_00966.jpg (Hamming 6, cosine 0.947)"
5108,test,Green mirid bug,green_mirid_bug_00155.jpg,"near-duplicate of train image green_mirid_bug_00157.jpg (Hamming 4, cosine 0.934)"
5110,test,Green mirid bug,green_mirid_bug_00164.jpg,"near-duplicate of train image green_mirid_bug_00166.jpg (Hamming 8, cosine 0.926)"
5148,test,Green mirid bug,green_mirid_bug_00389.jpg,"near-duplicate of train image green_mirid_bug_00388.jpg (Hamming 2, cosine 0.980)"
5163,test,Green mirid bug,green_mirid_bug_00501.jpg,"near-duplicate of train image green_mirid_bug_00502.jpg (Hamming 6, cosine 0.947)"
5164,test,Green mirid bug,green_mirid_bug_00505.jpg,"near-duplicate of train image green_mirid_bug_00504.jpg (Hamming 8, cosine 0.953)"
5173,test,Green mirid bug,green_mirid_bug_00580.jpg,"near-duplicate of train image green_mirid_bug_00581.jpg (Hamming 4, cosine 0.967)"
5185,test,Green mirid bug,green_mirid_bug_00689.jpg,"near-duplicate of train image green_mirid_bug_00690.jpg (Hamming 0, cosine 0.975)"
5194,test,Green mirid bug,green_mirid_bug_00747.jpg,"near-duplicate of train image green_mirid_bug_00746.jpg (Hamming 8, cosine 0.928)"
5200,test,Green mirid bug,green_mirid_bug_00791.jpg,"near-duplicate of train image green_mirid_bug_00790.jpg (Hamming 4, cosine 0.967)"
5212,test,Green mirid bug,green_mirid_bug_00855.jpg,"near-duplicate of train image green_mirid_bug_00856.jpg (Hamming 6, cosine 0.939)"
5218,test,Green mirid bug,green_mirid_bug_00895.jpg,"near-duplicate of train image green_mirid_bug_00894.jpg (Hamming 2, cosine 0.922)"
5219,test,Green mirid bug,green_mirid_bug_00900.jpg,"near-duplicate of train image green_mirid_bug_00901.jpg (Hamming 8, cosine 0.969)"
5236,test,Green mirid bug,green_mirid_bug_01010.jpg,"near-duplicate of train image green_mirid_bug_01011.jpg (Hamming 6, cosine 0.925)"
5243,test,Green mirid bug,green_mirid_bug_01048.jpg,"near-duplicate of train image green_mirid_bug_01049.jpg (Hamming 4, cosine 0.954)"
5281,test,Healthy leaf,UNADJUSTEDNONRAW_thumb_233.jpg,"near-duplicate of train image UNADJUSTEDNONRAW_thumb_235.jpg (Hamming 4, cosine 0.982)"
5282,test,Healthy leaf,UNADJUSTEDNONRAW_thumb_238.jpg,"near-duplicate of train image UNADJUSTEDNONRAW_thumb_23a.jpg (Hamming 0, cosine 0.986)"
5283,test,Healthy leaf,UNADJUSTEDNONRAW_thumb_24a.jpg,"near-duplicate of train image UNADJUSTEDNONRAW_thumb_249.jpg (Hamming 4, cosine 0.981)"
5287,test,Healthy leaf,healthy_00016.jpg,"near-duplicate of train image healthy_00020.jpg (Hamming 4, cosine 0.936)"
5293,test,Healthy leaf,healthy_00054.jpg,"near-duplicate of train image healthy_00053.jpg (Hamming 6, cosine 0.942)"
5321,test,Healthy leaf,healthy_00283.jpg,"near-duplicate of train image healthy_00205.jpg (Hamming 8, cosine 0.923)"
5331,test,Healthy leaf,healthy_00309.jpg,"near-duplicate of train image healthy_00308.jpg (Hamming 6, cosine 0.972)"
5389,test,Healthy leaf,healthy_00748.jpg,"near-duplicate of train image healthy_00747.jpg (Hamming 6, cosine 0.948)"
5390,test,Healthy leaf,healthy_00752.jpg,"near-duplicate of train image healthy_00751.jpg (Hamming 8, cosine 0.969)"
5396,test,Healthy leaf,healthy_00789.jpg,"near-duplicate of train image healthy_00788.jpg (Hamming 6, cosine 0.955)"
5489,test,Helopeltis,helopeltis_00424.jpg,"near-duplicate of train image helopeltis_00425.jpg (Hamming 4, cosine 0.923)"
5496,test,Helopeltis,helopeltis_00472.jpg,"near-duplicate of train image helopeltis_00473.jpg (Hamming 4, cosine 0.932)"
5531,test,Red spider,red_spider_00077.jpg,"near-duplicate of train image red_spider_00076.jpg (Hamming 2, cosine 0.960)"
5537,test,Red spider,red_spider_00123.jpg,"near-duplicate of train image red_spider_00122.jpg (Hamming 4, cosine 0.957)"
5601,test,Tea algal leaf spot,UNADJUSTEDNONRAW_thumb_38.jpg,"near-duplicate of train image UNADJUSTEDNONRAW_thumb_5c.jpg (Hamming 8, cosine 0.925)"
5637,test,Tea algal leaf spot,tea_algal_leaf_spot_00098.jpg,"near-duplicate of train image tea_algal_leaf_spot_00099.jpg (Hamming 8, cosine 0.950)"
